SMILES,LogP,frag_list,LogWS
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,1.3,"[225.123, 313.212, 208.097, 166.085, 208.096, 225.123, 166.085, 120.044, 137.07, 166.085, 120.043, 138.054, 120.043, 138.054, 137.07, 225.124, 208.097, 296.186, 225.124, 313.213, 166.087, 166.086, 208.097, 120.044, 166.086, 120.044, 137.071, 120.044, 166.086, 94.065, 120.044, 94.065, 138.055, 120.044, 94.065, 92.05, 225.124, 313.212, 166.086, 166.086, 208.097, 120.044, 166.086, 120.044, 137.071, 120.044, 166.086, 94.065, 120.044, 94.065, 92.049, 120.044, 94.065, 92.049, 225.124, 208.097, 166.086]",-2.66
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,3.95,"[148.112, 147.081, 256.17, 148.112, 117.07, 256.169, 147.081, 147.081, 197.095, 121.065, 121.065, 147.081, 117.07, 117.07, 91.054, 121.065, 117.07, 91.054, 115.054, 256.17, 148.112, 256.169, 117.07, 147.08, 147.08, 117.07, 197.096, 121.065, 117.07, 197.096, 117.07, 91.054, 121.065, 117.07, 91.054, 121.065, 148.112, 147.08, 256.171]",-4.82
Clc1cccc(N2CCNCC2)c1,2.07,"[154.042, 119.073, 197.084, 197.084, 197.084, 154.042, 119.073, 197.084, 154.042, 119.073, 154.042, 197.084, 119.073, 154.042, 119.073, 118.065, 154.042, 118.065, 119.073, 197.084, 154.041, 197.084, 154.042, 195.069, 197.084, 154.042, 119.073, 154.042, 197.084, 119.073, 154.042, 119.073, 118.065, 154.042, 118.065, 119.073, 154.042, 119.073, 140.026, 154.042, 119.073, 118.065, 118.065, 119.073, 154.042, 197.083, 154.041, 119.073, 197.083, 154.042, 119.073, 197.084, 154.042, 119.073]",-1.8
c1ccc(-c2ccc([C@@H](c3ccccc3)n3ccnc3)cc2)cc1,4.92,"[243.117, 165.07, 91.054]",-5.1
NS(=O)(=O)Cc1noc2ccccc12,0.67,"[150.055, 213.033, 149.071, 150.055, 213.033, 149.071, 150.055, 104.05, 95.049, 150.055, 95.049, 104.05, 95.049, 77.039, 104.05, 95.049, 77.039, 51.023]",-2.01
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,3.88,"[244.014, 168.081, 53.039, 244.014, 272.045, 316.035, 244.013, 168.081, 232.014, 168.081, 224.007, 244.014, 224.007, 168.081, 167.073, 167.073, 168.081, 189.038, 167.073, 189.038, 166.065]",-4.57
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,3.88,"[278.017, 244.013, 232.014, 203.05, 168.08, 138.029]",-4.57
Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,-1.71,"[254.125, 152.057, 85.065, 152.057, 254.125, 85.065, 152.057, 67.054, 135.03, 152.057, 153.041, 135.03, 152.057, 153.041, 135.03, 153.041, 135.03, 110.035]",-1.64
CN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,4.16,"[201.046, 99.092, 165.07, 201.047, 166.078, 165.07, 201.047, 166.078, 165.07, 166.078, 201.047, 165.07, 166.078, 165.07, 201.047, 165.07, 166.078, 199.031, 165.07, 164.062, 115.054, 165.07, 164.062, 115.054, 163.054, 165.07, 115.054, 201.047, 166.078, 165.069, 201.047, 166.078, 165.07, 166.078, 165.07, 201.047, 166.078, 165.07, 201.047, 165.07, 166.077, 199.031]",-3.85
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,4.08,"[705.404, 706.407, 707.41, 705.404, 706.407, 707.409, 335.199, 705.404, 168.082, 168.082, 335.199, 534.312, 168.082, 335.199, 144.103, 705.397, 335.197, 534.308, 168.081, 335.197, 144.102, 168.081, 144.102, 167.073, 168.081, 167.073, 144.102, 168.081, 167.073, 166.065, 167.073, 168.081, 166.065]",-5.33
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,4.08,"[534.309, 335.196, 168.081, 144.102, 120.08]",-5.33
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,3.5,"[161.132, 149.096, 189.127, 161.133, 207.137, 161.132, 149.095, 105.07, 161.132, 119.085, 105.07, 161.132, 119.086, 105.07, 119.085, 105.07, 161.133, 105.07, 91.054, 119.085, 161.132, 161.132, 207.137, 165.09, 161.132, 105.07, 119.085, 161.132, 119.085, 105.07, 119.086, 105.07, 161.132, 161.132, 189.127, 189.091]",-3.48
Nc1nc2[nH]cnc2c(=O)[nH]1,-1.56,"[152.056, 135.03, 110.035]",-1.2
C[C@@H](Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,6.32,"[274.253, 147.117, 86.096, 147.117, 274.253, 86.097, 274.253, 274.253, 274.253, 147.117, 86.097, 274.253, 147.117, 86.097, 147.117, 86.097, 132.093, 132.093, 147.117, 119.085, 274.253, 274.253, 274.253, 147.117, 86.097, 274.253, 147.117, 86.096, 147.117, 86.097, 132.093, 132.093, 147.117, 119.085, 147.117, 86.096, 218.19]",-5.77
NCCCCCCCCN,1.29,"[128.143, 145.17, 111.117]",-1.77
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,2.71,"[264.196, 246.184, 264.195, 246.184, 201.127, 159.079, 121.064, 173.094, 121.064, 159.079, 144.056, 121.065, 144.057, 128.061, 246.185, 264.196, 58.065, 246.185, 58.065, 264.196, 246.185, 58.065, 56.049, 58.065, 121.065, 58.065, 121.065, 58.065, 121.065, 264.196, 58.065, 246.185, 58.065, 264.196, 246.185, 58.065, 264.196, 246.186, 58.065, 56.05, 121.065, 58.065, 121.065, 58.065, 121.065, 56.049, 246.185, 246.185, 187.112, 246.185, 187.112]",-2.55
CN[C@@H](C)Cc1ccc2c(c1)OCO2,1.65,"[105.071, 163.075, 135.044, 163.075, 194.117, 58.065, 163.075, 194.117, 133.065, 163.075, 133.065, 135.044, 105.07, 135.044, 133.065, 105.07, 135.044, 133.065, 105.07, 79.054, 135.044, 79.054, 95.049, 77.038, 95.049, 77.038, 105.045, 51.023, 95.049, 77.038]",-1.78
CN[C@H](C)Cc1ccc2c(c1)OCO2,1.65,"[105.071, 163.075, 135.044, 163.075, 194.117, 58.065, 163.075, 194.117, 133.065, 163.075, 133.065, 135.044, 105.07, 135.044, 133.065, 105.07, 135.044, 133.065, 105.07, 79.054, 135.044, 79.054, 95.049, 77.038, 95.049, 77.038, 105.045, 51.023, 95.049, 77.038]",-1.78
CN(C[C@H](O)CO)C(=O)c1c(I)c(NC(=O)C(CO)CO)c(I)c(C(=O)N(C)C[C@H](O)CO)c1I,-2.51,"[733.871, 817.893, 715.861, 835.906, 602.913, 293.886, 602.912, 474.999, 401.0, 400.999, 343.941, 497.834, 170.024, 285.936, 313.931, 170.024, 101.997, 285.936, 101.998, 114.034, 170.023, 835.904, 602.913, 293.896, 602.912, 475.0, 400.999, 400.999, 497.833, 554.891, 170.024, 313.931, 285.936, 170.024, 101.997, 285.936, 101.997, 293.9, 114.034, 733.872, 817.893, 715.861]",-3.03
